file_name,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rms_mean,rms_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth2_mean,spectral_bandwidth2_std,spectral_bandwidth3_mean,spectral_bandwidth3_std,spectral_bandwidth4_mean,spectral_bandwidth4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
My Chemical Romance - My Chemical Romance - SING [Official Music Video] - Emo - clipped.wav,0.194,0.251,1.317,0.686,0.099,0.054,0.241,0.07,112.347,2365.734,714.236,2472.02,398.873,2971.916,318.846,3445.99,244.885,21.223,14.072,18.679,18.557,18.14,17.406,46.581,5.287,3.837,4.263,3.296,3.043,2.856,2.787,5066.328,1423.128,-33.258,87.753,-4.577,34.289,2.359,14.105,0.566,10.196,2.003,5.576,2.089,6.278,0.52,1.323,0.645,0.584,1.084,1.007,-2.602,4.87,62.497,25.46,15.695,11.669,11.045,9.758,7.278,8.204,7.099,8.328,7.023,6.913,7.567,6.683,6.669,6.23,6.232,7.636,7.173,6.325,0.415,0.382,0.501,0.471,0.658,0.455,0.339,0.47,0.377,0.401,0.381,0.498,0.274,0.239,0.283,0.255,0.317,0.241,0.232,0.353,0.249,0.278,0.254,0.276
My Chemical Romance - My Chemical Romance - Teenagers [Official Music Video] [4K] - Emo - clipped.wav,0.118,0.153,1.261,0.552,0.142,0.063,0.147,0.039,112.347,2741.806,673.809,2516.927,330.49,2973.005,271.73,3401.734,222.438,18.777,14.675,16.782,16.548,16.589,16.641,49.642,4.586,4.422,4.381,3.569,2.964,2.602,2.905,5529.642,1206.239,-47.429,72.046,-11.832,33.58,-1.717,8.821,-0.466,10.715,-2.476,1.643,-0.982,2.389,-5.491,1.391,-3.464,2.849,-4.598,3.436,-2.542,-1.033,52.559,26.586,20.401,14.338,12.22,11.135,10.179,8.681,8.184,8.096,7.413,7.021,7.358,6.622,6.206,7.587,7.373,6.985,6.818,6.637,0.391,0.368,0.374,0.433,0.521,0.447,0.443,0.459,0.564,0.484,0.407,0.458,0.26,0.278,0.263,0.268,0.308,0.269,0.282,0.271,0.313,0.298,0.256,0.3
My Chemical Romance - My Chemical Romance - The Ghost Of You [Official Music Video] - Emo - clipped.wav,0.117,0.147,0.995,0.007,0.119,0.045,0.145,0.023,143.555,2442.747,573.719,2490.962,310.291,3015.542,259.595,3507.18,224.44,20.345,14.09,17.845,17.219,17.072,16.841,48.807,4.813,3.841,4.325,3.564,3.199,2.1,3.177,5135.894,1165.715,-43.646,89.064,-7.819,26.068,-2.999,11.015,2.678,6.08,1.694,5.136,2.668,2.381,-1.319,2.001,-3.101,2.297,-5.228,3.741,1.847,5.992,39.81,21.232,15.459,10.168,8.393,8.701,7.559,6.773,6.084,6.599,6.045,5.847,5.471,7.222,6.225,6.568,6.386,7.09,7.313,6.777,0.339,0.423,0.428,0.33,0.421,0.383,0.54,0.465,0.379,0.398,0.312,0.385,0.239,0.29,0.302,0.228,0.315,0.246,0.333,0.304,0.267,0.297,0.225,0.291
My Chemical Romance - My Chemical Romance - Welcome To The Black Parade [Official Music Video] [HD] - Emo - clipped.wav,0.099,0.128,1.26,0.566,0.108,0.046,0.123,0.034,151.999,2343.331,651.056,2451.333,373.294,3003.617,307.789,3520.01,249.843,19.219,15.344,19.741,20.213,19.939,18.081,48.444,4.865,3.965,4.032,3.032,3.142,3.11,3.085,4901.287,1280.173,-89.537,90.125,-7.123,25.722,2.447,8.081,-1.82,0.385,-3.934,-0.966,-4.433,1.226,-6.689,-0.475,-4.615,-3.354,-3.398,-0.779,-1.666,3.055,44.954,23.533,15.314,12.961,8.946,8.605,7.338,8.584,7.53,8.06,7.39,7.765,8.097,8.726,8.091,8.923,7.714,7.843,9.685,8.274,0.288,0.265,0.395,0.307,0.449,0.271,0.372,0.383,0.187,0.277,0.167,0.278,0.314,0.217,0.337,0.237,0.342,0.211,0.344,0.325,0.151,0.328,0.162,0.266
My War - Black Flag - HardcorePunk - clipped.wav,0.084,0.111,1.259,0.73,0.076,0.028,0.106,0.033,99.384,1916.953,438.216,2359.45,318.284,2952.973,266.245,3506.639,230.328,20.792,14.181,16.715,16.89,16.171,16.092,49.686,4.649,3.978,3.856,2.92,2.424,1.988,2.862,4390.94,1106.271,-119.777,108.217,4.285,28.928,-0.586,12.349,-1.91,5.009,-6.923,2.362,-0.932,0.505,-7.139,-0.477,-6.336,-3.094,-4.957,2.959,-4.266,-0.16,67.432,20.757,18.336,12.837,10.418,9.867,7.793,7.877,6.651,7.372,6.387,6.727,6.863,6.682,5.429,5.56,5.494,5.004,5.62,5.403,0.393,0.42,0.372,0.426,0.507,0.419,0.517,0.444,0.437,0.39,0.349,0.376,0.255,0.307,0.262,0.256,0.292,0.228,0.315,0.273,0.281,0.271,0.213,0.292
Neck Deep - December - Pop Punk - clipped.wav,0.129,0.166,1.227,0.473,0.11,0.066,0.161,0.039,143.555,2468.557,931.882,2617.99,499.017,3201.715,373.201,3722.458,268.402,21.675,16.887,22.762,22.516,20.744,22.174,48.041,4.294,3.65,4.177,3.821,3.436,4.063,3.535,5183.844,1945.777,-76.115,89.471,0.617,16.374,4.112,-9.12,2.741,-2.776,-15.499,8.219,-11.297,-3.951,0.571,-0.755,-8.364,-7.364,-11.962,-2.512,-5.559,-8.492,37.111,26.129,21.184,13.955,15.5,14.905,10.924,9.248,11.179,10.204,8.398,8.413,7.597,7.855,7.615,7.973,8.04,7.09,7.026,6.624,0.17,0.391,0.606,0.292,0.347,0.219,0.319,0.232,0.236,0.432,0.234,0.229,0.175,0.269,0.33,0.19,0.33,0.192,0.301,0.251,0.196,0.329,0.187,0.297
Neck Deep - In Bloom - Pop Punk - clipped.wav,0.194,0.251,1.489,0.93,0.093,0.045,0.244,0.056,112.347,2090.238,712.78,2165.341,457.434,2704.225,403.609,3234.684,342.256,22.537,16.158,18.796,18.326,19.027,19.723,48.233,4.894,4.106,3.9,3.529,2.945,3.817,3.999,4236.083,1461.006,-34.4,103.575,-27.5,31.889,5.427,12.017,6.458,7.546,2.086,7.536,2.518,8.081,2.076,-1.73,2.387,4.061,-1.739,-1.228,-6.559,-4.911,38.307,28.33,20.455,14.77,11.093,11.077,8.708,9.191,8.985,10.992,7.629,7.037,7.489,6.705,6.472,5.83,5.896,5.803,5.71,5.363,0.35,0.294,0.325,0.242,0.282,0.3,0.533,0.597,0.438,0.505,0.378,0.54,0.276,0.228,0.239,0.177,0.208,0.212,0.28,0.346,0.257,0.324,0.237,0.319
Neck Deep - Neck Deep -  I Hope This Comes Back To Haunt You - Pop Punk - clipped.wav,0.229,0.292,1.08,0.177,0.123,0.046,0.284,0.067,135.999,2490.192,658.209,2352.976,417.14,2883.725,364.515,3380.837,306.715,20.185,15.138,17.685,17.091,17.321,19.967,48.678,4.891,4.381,4.561,3.697,3.093,3.652,2.878,4766.063,1489.326,-5.529,74.888,-29.016,42.228,18.388,7.129,13.158,13.757,4.473,11.72,-0.59,5.663,1.587,1.419,-3.661,1.251,-5.567,1.638,-2.036,-2.724,65.034,22.739,21.532,14.014,11.542,9.997,8.787,6.985,7.949,7.583,5.809,7.23,6.943,6.218,5.826,6.281,5.69,5.506,5.494,5.596,0.561,0.545,0.471,0.522,0.362,0.354,0.399,0.555,0.708,0.544,0.499,0.422,0.278,0.277,0.247,0.267,0.222,0.239,0.201,0.245,0.263,0.227,0.264,0.228
Neck Deep - Neck Deep - A Part of Me (Ft. Laura Whiteside) Official Music Video - Pop Punk - clipped.wav,0.265,0.335,0.983,-0.006,0.126,0.031,0.331,0.053,99.384,2269.225,462.729,2201.286,321.414,2753.502,287.341,3272.434,254.497,21.168,16.544,20.18,20.602,21.203,22.038,51.106,4.24,3.605,4.18,3.225,3.144,3.548,3.166,4223.658,1107.034,8.909,88.453,-29.008,34.87,15.931,14.641,8.011,19.617,-2.982,10.058,-1.577,-3.462,-3.006,-2.58,-5.892,3.336,3.286,8.519,3.645,-1.551,27.425,18.321,15.413,13.336,10.445,10.089,8.919,8.068,8.935,8.513,7.176,7.525,8.736,7.557,7.986,8.409,8.847,8.345,9.834,8.039,0.265,0.242,0.213,0.374,0.47,0.321,0.48,0.348,0.574,0.424,0.33,0.452,0.214,0.257,0.196,0.258,0.324,0.208,0.325,0.223,0.315,0.302,0.239,0.321
Neck Deep - Neck Deep - Dumbstruck Dumbfk (Official Music Video) - Pop Punk - clipped.wav,0.259,0.328,1.03,0.075,0.114,0.046,0.324,0.052,123.047,2643.885,600.551,2643.521,304.313,3124.398,238.015,3571.456,182.329,18.377,12.831,14.928,15.257,16.182,15.797,48.344,4.75,3.509,3.781,2.957,2.23,2.264,2.882,5696.249,1142.767,31.408,77.601,-9.174,26.06,8.904,17.992,3.829,12.846,5.072,10.597,1.857,5.806,1.973,1.49,-1.953,1.349,-0.115,3.557,0.083,4.868,30.447,17.71,16.1,9.991,7.559,6.892,7.639,5.847,6.989,5.943,5.412,5.345,4.897,5.382,5.407,6.23,5.113,5.687,5.672,5.955,0.422,0.459,0.593,0.477,0.448,0.462,0.639,0.592,0.587,0.622,0.444,0.428,0.248,0.232,0.287,0.227,0.254,0.234,0.264,0.26,0.257,0.26,0.22,0.261
Neck Deep - Neck Deep - Gold Steps (Official Music Video) - Pop Punk - clipped.wav,0.242,0.307,1.017,0.077,0.144,0.039,0.3,0.061,123.047,2669.734,393.483,2374.804,241.753,2896.263,213.395,3375.305,181.151,18.857,13.383,15.839,16.007,15.959,18.18,48.587,4.47,3.613,3.956,2.647,2.326,1.955,2.544,4966.987,919.196,29.738,67.086,-37.902,35.712,16.441,11.865,12.14,13.145,6.101,8.739,-0.355,7.942,-1.961,-0.272,-6.698,2.071,-4.078,1.296,-1.176,1.056,21.68,16.299,11.994,8.424,6.746,7.068,6.602,6.163,6.405,7.0,6.15,5.991,6.355,5.359,4.845,5.473,5.021,5.431,5.087,5.056,0.68,0.519,0.554,0.497,0.638,0.495,0.497,0.663,0.521,0.501,0.486,0.566,0.274,0.21,0.235,0.212,0.261,0.245,0.207,0.269,0.232,0.239,0.213,0.231
Neck Deep - Neck Deep - It Won't Be Like This Forever (Official Music Video) - Pop Punk - clipped.wav,0.204,0.26,1.183,0.351,0.154,0.052,0.255,0.046,135.999,2803.986,623.622,2513.888,318.172,2989.367,268.076,3425.81,224.377,19.781,13.578,17.535,17.01,17.87,18.104,49.199,4.841,3.648,4.508,3.069,2.758,3.155,3.38,5576.275,1181.771,18.62,70.662,-23.987,25.509,8.052,11.774,2.494,13.644,2.112,13.273,-3.21,4.713,1.817,-1.694,-0.417,0.898,2.489,2.909,-3.851,3.872,30.976,19.959,16.351,11.502,11.15,8.368,8.476,7.536,7.331,7.38,7.018,6.308,6.28,6.735,7.15,6.622,7.09,6.634,6.476,6.642,0.442,0.335,0.427,0.451,0.365,0.474,0.394,0.646,0.451,0.399,0.523,0.454,0.289,0.217,0.259,0.29,0.223,0.292,0.21,0.297,0.272,0.236,0.296,0.264
Neck Deep - Neck Deep - Parachute (Official Music Video) - Pop Punk - clipped.wav,0.223,0.288,1.258,0.506,0.126,0.04,0.281,0.064,112.347,2521.855,492.355,2446.633,277.256,2955.399,240.493,3433.27,210.342,19.293,14.026,17.999,17.341,18.027,18.344,50.128,4.591,3.609,4.381,3.47,2.826,2.98,3.069,5082.828,1002.147,13.764,80.436,-19.124,33.161,7.539,11.529,3.817,6.654,2.745,12.635,-1.961,6.632,2.768,1.268,-0.588,2.042,-1.85,-2.423,-6.789,0.241,39.484,19.326,12.502,10.372,9.839,8.488,8.682,7.057,6.675,7.402,6.302,7.864,7.389,7.496,6.187,6.71,6.027,5.406,5.948,5.714,0.431,0.48,0.358,0.452,0.408,0.409,0.475,0.392,0.405,0.35,0.47,0.58,0.244,0.309,0.229,0.297,0.258,0.255,0.285,0.235,0.291,0.232,0.265,0.315
Neck Deep - Neck Deep - STFU (Official Music Video) - Pop Punk - clipped.wav,0.253,0.323,1.045,0.123,0.133,0.037,0.316,0.067,123.047,2711.63,457.37,2594.143,239.279,3068.745,195.422,3510.565,161.497,19.649,13.611,15.929,15.946,16.738,16.773,48.22,4.43,3.724,3.655,2.925,2.325,2.098,2.856,5614.308,886.946,37.712,75.304,-13.227,29.819,4.505,11.175,0.893,9.397,2.433,8.272,-0.186,5.023,-1.353,-2.639,-4.027,0.66,-3.225,2.571,-2.058,2.125,22.134,13.461,12.815,8.579,7.834,6.895,7.189,6.382,6.405,6.738,5.577,5.892,5.267,5.873,5.673,5.801,5.709,5.577,6.293,5.666,0.437,0.433,0.378,0.516,0.41,0.398,0.614,0.527,0.502,0.422,0.53,0.607,0.223,0.251,0.205,0.29,0.247,0.209,0.282,0.276,0.279,0.241,0.261,0.292
Neck Deep - Wish You Were Here - Pop Punk - clipped.wav,0.163,0.206,1.141,0.271,0.126,0.057,0.203,0.037,107.666,2538.358,849.277,2472.364,465.069,2985.636,390.997,3466.838,316.141,22.611,16.425,21.153,20.33,19.875,20.764,49.201,4.467,4.041,4.416,3.697,3.812,4.366,4.086,5147.527,1653.427,-32.945,83.869,-9.454,27.178,-0.313,4.264,3.344,5.043,-10.047,2.682,-7.325,-1.475,-2.517,-1.73,0.609,-5.192,-9.86,-3.378,-11.075,-6.697,35.439,27.142,20.217,14.846,11.431,10.668,8.556,7.432,8.068,10.372,8.141,7.328,7.837,7.907,7.985,8.053,6.854,6.642,7.454,6.633,0.437,0.267,0.514,0.359,0.32,0.399,0.295,0.327,0.225,0.394,0.484,0.305,0.323,0.182,0.365,0.273,0.237,0.318,0.218,0.293,0.179,0.281,0.337,0.208
Nervous Breakdown - Black Flag - HardcorePunk - clipped.wav,0.11,0.143,1.309,0.652,0.106,0.025,0.138,0.037,123.047,2137.05,400.619,2275.017,323.807,2882.832,277.072,3444.013,233.535,20.878,13.711,17.173,16.209,17.792,16.673,47.732,4.598,3.737,3.934,3.658,2.573,1.8,2.919,4341.282,1149.141,-57.856,104.464,-23.019,13.332,3.01,3.766,-13.311,-4.563,-3.239,1.967,-3.049,5.079,-0.758,1.728,-1.334,0.868,-2.501,2.281,-1.628,-2.249,22.478,17.223,13.026,10.544,7.965,7.246,7.988,5.72,7.056,7.204,5.906,7.547,5.825,5.008,5.617,5.774,4.991,5.942,5.879,6.383,0.388,0.36,0.339,0.337,0.323,0.388,0.482,0.362,0.347,0.424,0.416,0.548,0.261,0.288,0.268,0.27,0.271,0.276,0.32,0.285,0.274,0.315,0.281,0.349
New Found Glory - New Found Glory - All Downhill From Here - Pop Punk - clipped.wav,0.138,0.176,1.072,0.179,0.187,0.047,0.173,0.033,112.347,3156.274,472.39,2588.829,220.369,2995.474,191.807,3362.096,161.497,19.257,14.219,16.812,16.693,16.349,17.279,50.296,4.534,3.888,3.976,3.054,2.606,2.366,2.553,6039.788,825.396,-10.576,52.575,-13.524,42.686,1.973,12.333,1.436,7.655,0.39,12.08,-2.508,5.291,-2.273,-0.361,-5.516,5.207,-4.334,-0.128,0.724,0.505,36.823,15.317,12.714,8.539,8.095,7.527,7.147,5.921,6.17,6.012,5.119,6.114,5.549,4.571,4.884,4.47,5.032,4.77,5.714,5.635,0.433,0.593,0.48,0.461,0.607,0.445,0.5,0.47,0.573,0.606,0.492,0.503,0.202,0.286,0.246,0.202,0.28,0.216,0.269,0.225,0.228,0.271,0.222,0.266
New Found Glory - New Found Glory - Dressed To Kill - Pop Punk - clipped.wav,0.095,0.12,1.138,0.272,0.188,0.045,0.119,0.018,161.499,3215.365,455.618,2659.375,213.265,3087.127,177.605,3463.467,144.449,19.502,13.506,17.936,17.004,16.842,17.702,48.722,4.508,3.361,4.19,3.196,2.533,1.918,2.363,6203.062,902.603,-49.478,46.69,-11.711,43.957,7.737,10.678,9.78,9.023,-1.16,8.93,0.933,4.403,-1.708,0.586,-6.187,6.752,-3.399,-1.172,-0.248,1.301,29.365,15.004,10.904,9.617,9.422,6.735,7.414,6.38,6.001,6.386,5.314,5.721,5.021,4.871,5.01,4.888,5.632,5.286,5.099,6.0,0.353,0.444,0.404,0.429,0.728,0.42,0.431,0.514,0.642,0.649,0.451,0.448,0.203,0.242,0.245,0.183,0.251,0.198,0.245,0.242,0.258,0.28,0.211,0.252
New Found Glory - New Found Glory - Failure's Not Flattering (What's Your Problem) - Pop Punk - clipped.wav,0.078,0.099,1.206,0.365,0.154,0.059,0.098,0.017,151.999,3168.771,719.957,2844.704,317.309,3246.364,254.528,3606.235,208.399,20.047,15.075,17.637,17.536,17.595,17.39,49.887,5.077,3.911,4.343,3.71,3.486,3.263,3.084,6507.519,1171.765,-91.463,53.657,6.473,35.936,8.218,18.362,6.118,12.051,2.8,11.738,0.193,2.858,0.523,3.439,-4.575,3.386,-5.484,-0.84,0.147,3.107,47.35,20.692,18.299,11.554,11.785,9.573,8.257,8.645,6.703,7.599,6.312,5.768,5.807,6.244,6.289,6.067,5.598,6.106,7.229,7.275,0.396,0.49,0.612,0.426,0.368,0.355,0.586,0.572,0.519,0.544,0.435,0.433,0.236,0.255,0.299,0.231,0.239,0.192,0.273,0.289,0.227,0.251,0.223,0.271
New Found Glory - New Found Glory - Head On Collision - Pop Punk - clipped.wav,0.093,0.117,1.038,0.083,0.131,0.041,0.116,0.018,107.666,2621.704,560.72,2535.933,337.435,3029.344,286.534,3489.811,239.679,20.209,13.881,16.977,16.403,16.505,17.976,48.964,4.685,3.588,3.861,3.045,2.576,2.956,3.153,5325.293,1254.725,-63.914,78.392,-11.438,35.833,5.036,6.469,5.984,8.327,0.389,9.625,0.055,4.355,-0.62,-0.846,-4.902,4.147,-4.935,-0.19,-0.022,-0.889,36.594,21.371,15.023,10.523,10.109,8.093,8.323,6.403,6.813,6.978,5.569,6.63,6.278,5.643,5.344,5.347,4.97,4.459,5.464,5.524,0.473,0.527,0.459,0.48,0.617,0.479,0.487,0.397,0.475,0.62,0.513,0.536,0.238,0.266,0.26,0.215,0.287,0.209,0.264,0.201,0.226,0.278,0.244,0.289
New Found Glory - New Found Glory - Hit Or Miss - Pop Punk - clipped.wav,0.217,0.278,1.206,0.415,0.137,0.04,0.274,0.05,89.103,2687.857,459.951,2513.182,274.166,2999.9,235.437,3449.689,200.11,19.053,14.425,17.913,16.552,16.315,17.414,49.595,4.336,3.88,4.619,3.202,2.743,2.234,2.823,5412.059,1028.441,19.258,69.807,-20.422,33.929,10.282,13.335,7.244,11.234,-2.281,7.695,3.0,6.202,-3.808,-0.808,-5.246,3.823,-3.889,-1.966,-2.141,1.849,33.171,16.269,12.852,9.595,11.416,7.128,8.643,7.102,6.436,6.821,5.554,6.363,5.816,5.925,5.886,5.874,7.042,6.53,6.068,6.563,0.425,0.396,0.401,0.567,0.643,0.437,0.402,0.382,0.498,0.449,0.439,0.529,0.245,0.251,0.246,0.278,0.321,0.236,0.255,0.219,0.3,0.288,0.265,0.298
New Found Glory - New Found Glory - I Don't Wanna Know (Official Music Video) - Pop Punk - clipped.wav,0.183,0.236,1.452,0.885,0.095,0.052,0.229,0.057,86.133,2352.182,814.714,2535.635,450.258,3062.045,353.486,3548.132,269.628,21.037,16.892,20.024,18.097,19.088,19.182,49.744,4.666,4.283,4.094,3.183,3.282,3.379,3.694,5050.061,1653.529,-40.729,86.832,-0.196,35.993,11.354,7.424,2.361,11.746,-1.964,13.688,-5.062,0.101,-1.904,-0.02,-2.081,2.305,-1.664,0.259,-1.373,-2.947,61.87,25.886,16.71,13.376,10.016,9.954,7.133,7.425,9.387,11.698,5.827,5.12,6.593,5.789,6.462,5.845,5.412,5.621,5.647,7.014,0.432,0.396,0.506,0.321,0.321,0.269,0.434,0.686,0.413,0.412,0.339,0.51,0.302,0.227,0.284,0.188,0.268,0.193,0.239,0.314,0.203,0.292,0.204,0.31
New Found Glory - New Found Glory - It's Not Your Fault - Pop Punk - clipped.wav,0.064,0.083,1.473,0.968,0.116,0.062,0.081,0.018,129.199,2626.015,800.974,2751.272,382.479,3255.043,273.568,3713.762,210.018,20.787,14.627,17.404,16.116,16.436,16.617,47.088,4.473,3.752,3.963,3.363,2.647,2.286,2.928,5827.915,1554.808,-118.454,83.262,8.407,24.975,9.491,10.294,-0.895,9.393,-2.798,7.858,3.911,-0.849,1.008,1.021,-1.26,0.223,-4.412,0.399,-3.684,0.508,46.732,26.817,14.876,10.302,9.994,8.239,9.34,7.18,7.066,7.215,7.288,5.98,5.28,5.197,5.13,5.038,4.368,4.84,5.022,4.839,0.323,0.435,0.391,0.411,0.497,0.368,0.408,0.387,0.46,0.525,0.417,0.443,0.194,0.307,0.283,0.259,0.313,0.22,0.285,0.255,0.266,0.308,0.237,0.323
New Found Glory - New Found Glory - Let It Go (Official Music Video) - Pop Punk - clipped.wav,0.18,0.234,1.327,0.728,0.107,0.03,0.226,0.061,151.999,2482.75,488.92,2573.946,339.107,3105.835,272.511,3587.827,222.99,20.527,13.614,17.868,17.732,16.788,16.421,48.46,5.05,3.944,4.401,3.716,3.075,2.755,3.14,5364.576,1357.364,-13.747,87.048,-14.218,16.141,8.97,7.733,-1.195,12.954,-2.195,8.717,0.831,2.654,-3.817,1.294,-0.389,1.67,-6.09,2.671,-1.966,4.182,48.974,18.217,14.322,14.096,8.182,10.668,7.812,7.948,8.036,7.861,7.303,6.934,7.429,6.553,6.22,5.657,5.617,6.159,6.44,6.856,0.382,0.478,0.386,0.478,0.325,0.403,0.573,0.441,0.498,0.381,0.414,0.339,0.277,0.314,0.266,0.326,0.229,0.249,0.318,0.268,0.34,0.264,0.29,0.246
New Found Glory - New Found Glory - My Friends Over You (Official Music Video) - Pop Punk - clipped.wav,0.243,0.308,1.054,0.125,0.143,0.031,0.304,0.045,89.103,2726.053,402.951,2522.112,248.851,2976.023,215.449,3403.386,178.076,18.937,13.475,16.633,16.447,15.963,16.711,49.878,4.591,3.512,3.936,3.225,2.083,2.036,2.691,5514.35,906.14,39.405,72.698,-13.649,39.736,3.328,9.042,-0.628,9.541,2.137,8.127,-3.423,3.434,-2.054,0.188,-4.663,3.32,-4.073,-1.053,0.52,1.939,20.271,13.1,12.063,9.197,7.423,6.442,8.549,5.946,6.299,6.403,5.828,6.424,5.591,5.048,4.951,5.195,5.269,5.137,5.755,5.726,0.412,0.495,0.62,0.478,0.488,0.397,0.49,0.495,0.465,0.592,0.498,0.436,0.232,0.235,0.302,0.219,0.313,0.229,0.264,0.271,0.233,0.29,0.26,0.267
New Found Glory - New Found Glory - Understatement - Pop Punk - clipped.wav,0.087,0.11,1.111,0.224,0.155,0.051,0.109,0.014,123.047,2949.54,538.258,2697.937,256.253,3143.421,200.369,3547.194,155.009,20.556,13.722,16.982,16.517,16.251,16.281,49.167,4.87,3.593,4.086,3.008,2.285,1.827,2.322,6101.121,1069.432,-57.447,65.027,-9.015,30.907,5.688,10.167,3.446,9.868,0.98,9.963,-1.963,4.436,-2.198,-1.409,-5.502,2.566,-3.864,0.102,-0.787,2.556,29.91,17.906,11.372,8.426,9.993,6.285,8.162,6.427,6.022,6.0,5.457,6.699,4.853,5.083,5.75,5.992,5.747,6.337,6.141,5.825,0.461,0.444,0.361,0.445,0.602,0.441,0.514,0.477,0.581,0.516,0.5,0.607,0.228,0.241,0.203,0.223,0.279,0.208,0.281,0.229,0.279,0.28,0.246,0.289
Nirvana - Nirvana - All Apologies (MTV Unplugged) - Grunge - clipped.wav,0.152,0.202,1.465,1.102,0.084,0.045,0.19,0.07,107.666,2048.534,755.84,2334.15,437.527,2892.397,354.183,3414.06,287.621,20.311,16.634,19.892,19.076,18.991,19.789,50.902,4.427,4.26,4.379,3.585,3.373,3.242,4.178,4453.565,1603.8,-74.212,102.268,-0.039,41.837,10.003,13.107,2.678,6.395,-1.052,10.164,-8.354,3.388,-10.696,0.932,-4.657,-0.674,-6.161,-1.175,-3.88,1.797,69.351,29.652,18.672,13.829,10.244,12.218,10.303,8.191,7.42,10.168,7.075,10.763,5.812,6.888,5.863,5.981,7.306,6.189,6.259,6.925,0.429,0.496,0.285,0.264,0.239,0.428,0.504,0.46,0.486,0.298,0.247,0.268,0.269,0.332,0.184,0.277,0.207,0.303,0.36,0.227,0.332,0.211,0.196,0.192
"Nirvana - Nirvana - Aneurysm (Live At The Paramount, Seattle  1991) - Grunge - clipped.wav",0.136,0.173,1.15,0.291,0.126,0.054,0.171,0.025,129.199,2633.301,699.615,2537.006,349.011,2981.322,268.303,3399.296,207.565,15.878,15.45,18.236,17.247,16.64,16.788,51.206,4.548,3.796,4.135,3.736,2.686,2.568,2.766,5442.584,1348.973,-39.584,75.303,2.404,48.322,1.735,17.042,4.68,10.802,-1.764,6.122,-3.38,2.09,-5.822,-1.831,-0.025,-0.985,-3.094,-1.82,0.943,1.41,40.998,31.194,13.097,11.445,6.9,9.611,5.884,6.007,5.154,6.284,4.787,4.549,5.994,4.475,5.501,5.88,4.45,5.164,4.315,4.845,0.435,0.444,0.455,0.407,0.393,0.349,0.581,0.434,0.363,0.518,0.482,0.526,0.257,0.23,0.294,0.221,0.264,0.186,0.296,0.218,0.226,0.3,0.22,0.337
Nirvana - Nirvana - Breed (Live At The Paramount1991) - Grunge - clipped.wav,0.103,0.132,1.123,0.244,0.161,0.025,0.131,0.013,112.347,2964.001,246.605,2766.136,118.068,3179.942,104.738,3559.272,97.43,15.376,13.134,16.059,16.266,15.68,16.039,51.116,4.773,3.249,3.544,3.219,2.309,1.641,2.648,6361.245,460.408,-31.348,66.836,1.714,35.867,1.517,10.588,2.715,9.832,-2.016,11.563,-3.079,2.588,-6.305,-1.697,-0.289,-0.003,-4.742,0.698,0.706,3.383,12.382,8.956,7.117,8.087,5.916,6.107,5.619,4.847,4.505,6.215,5.152,4.613,4.591,4.208,4.718,4.611,4.197,4.042,4.302,4.24,0.483,0.573,0.41,0.407,0.542,0.46,0.538,0.549,0.589,0.523,0.448,0.439,0.244,0.261,0.223,0.216,0.283,0.217,0.283,0.241,0.256,0.27,0.209,0.239
