file_name,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rms_mean,rms_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth2_mean,spectral_bandwidth2_std,spectral_bandwidth3_mean,spectral_bandwidth3_std,spectral_bandwidth4_mean,spectral_bandwidth4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
Embrace - Embrace - Ashes (Official HD Video) - Emo - clipped.wav,0.146,0.19,1.409,0.848,0.077,0.045,0.182,0.051,135.999,1835.869,675.124,2256.925,393.84,2937.665,313.427,3551.276,254.102,19.472,15.34,18.629,19.551,18.911,19.602,48.217,4.657,3.757,3.733,3.461,2.979,3.176,2.954,3726.436,1494.279,-74.237,117.981,-3.045,21.432,9.954,0.507,2.207,7.982,-2.732,6.239,-2.075,1.249,-1.163,-2.569,-1.847,7.066,-4.811,8.193,-0.842,1.198,56.382,26.118,18.199,11.106,11.928,10.727,8.264,7.226,7.1,7.192,9.159,7.85,6.698,6.045,6.218,6.685,7.504,6.527,6.385,6.513,0.236,0.329,0.457,0.379,0.472,0.352,0.501,0.392,0.377,0.67,0.316,0.295,0.186,0.221,0.312,0.233,0.317,0.24,0.318,0.282,0.234,0.295,0.171,0.235
Embrace - Embrace - Gravity - Emo - clipped.wav,0.159,0.201,1.179,0.329,0.073,0.036,0.197,0.039,143.555,1804.806,699.068,2085.506,514.18,2692.888,460.703,3271.488,397.19,22.57,17.129,20.035,19.506,19.467,19.273,49.249,5.059,4.099,3.952,3.277,3.556,4.186,3.856,3735.244,1603.38,-69.188,120.566,-16.07,28.545,10.039,9.359,-1.594,7.791,-0.649,4.464,-0.532,2.576,-6.479,1.167,-5.12,3.692,-6.042,-0.192,-4.779,-5.062,46.283,30.779,20.413,11.047,9.215,7.999,7.874,6.923,6.759,6.594,7.647,5.994,7.183,7.088,6.155,6.158,7.767,5.464,6.068,6.35,0.374,0.252,0.419,0.455,0.326,0.346,0.332,0.574,0.412,0.364,0.513,0.289,0.368,0.16,0.252,0.322,0.217,0.274,0.221,0.311,0.294,0.247,0.322,0.19
Embrace - I Run - Emo - clipped.wav,0.142,0.188,1.204,0.759,0.066,0.055,0.174,0.071,83.354,1795.956,850.075,2216.38,615.72,2846.986,535.858,3430.271,470.869,21.454,16.742,18.212,18.69,19.824,19.096,48.307,4.793,4.092,4.229,3.61,3.509,4.604,3.764,3882.827,2046.796,-127.938,104.884,2.405,30.41,17.354,9.94,0.514,10.975,4.229,5.184,-4.815,1.805,-1.287,-3.721,-5.623,4.534,-5.565,0.254,-2.518,-2.335,100.179,30.725,27.698,17.102,13.884,13.946,8.478,9.918,8.136,7.907,9.175,7.949,7.918,8.085,6.837,8.653,8.495,6.463,6.552,5.778,0.512,0.459,0.33,0.377,0.341,0.277,0.416,0.364,0.432,0.376,0.382,0.515,0.328,0.271,0.214,0.303,0.294,0.221,0.346,0.255,0.305,0.244,0.245,0.34
Embrace - In the End - Emo - clipped.wav,0.167,0.214,1.185,0.372,0.113,0.047,0.209,0.045,99.384,2541.606,626.221,2535.714,283.806,3034.057,217.438,3500.16,160.245,20.769,14.602,16.972,16.799,17.928,16.736,48.243,4.81,3.848,4.013,2.617,2.417,2.866,2.486,5298.726,1197.044,-24.516,78.471,-8.734,38.164,11.884,11.174,-3.042,9.445,4.981,4.732,-3.831,4.071,-0.115,-0.376,-6.822,4.082,-6.298,0.356,-1.918,0.758,21.649,21.831,14.291,9.577,8.1,9.188,7.987,6.299,6.86,5.823,6.322,5.668,6.05,5.954,5.416,6.135,5.542,5.283,5.464,4.903,0.524,0.378,0.422,0.36,0.527,0.544,0.424,0.527,0.391,0.425,0.358,0.42,0.319,0.214,0.286,0.205,0.292,0.318,0.225,0.286,0.227,0.293,0.247,0.251
Embrace - Money - Emo - clipped.wav,0.139,0.184,1.563,1.263,0.161,0.05,0.178,0.046,161.499,2933.375,471.182,2585.827,257.877,3039.084,222.711,3455.356,201.25,20.099,14.201,17.706,17.369,17.518,18.54,48.715,4.667,3.461,4.235,3.307,2.735,2.993,2.923,5704.107,973.543,-23.966,61.36,-11.426,38.465,2.782,9.622,7.513,9.032,-3.928,9.209,7.268,8.724,1.607,-3.336,-1.577,1.416,-7.716,2.091,5.76,2.597,35.952,17.223,15.609,8.284,9.664,8.832,8.08,6.353,6.277,8.514,6.893,7.085,6.261,5.794,5.543,5.813,5.654,6.042,6.263,5.803,0.3,0.367,0.39,0.539,0.713,0.525,0.54,0.432,0.446,0.371,0.334,0.386,0.2,0.238,0.209,0.265,0.294,0.251,0.313,0.237,0.235,0.235,0.219,0.278
Embrace - Protection - Emo - clipped.wav,0.094,0.129,1.788,1.984,0.063,0.041,0.115,0.058,135.999,1698.618,791.92,2036.458,554.285,2646.282,485.02,3224.065,422.786,21.918,16.038,18.14,17.967,17.41,18.196,49.124,4.561,4.296,3.817,3.103,2.866,3.42,3.436,3526.37,1759.383,-141.772,126.702,-8.147,25.802,4.349,10.521,4.919,12.318,-2.797,4.471,1.737,4.092,-1.288,2.942,0.466,8.587,-0.861,3.651,0.594,2.17,62.007,34.628,20.181,11.598,10.034,10.036,7.127,7.076,7.236,5.896,6.01,6.834,6.109,5.237,7.269,6.071,5.848,6.03,6.585,6.191,0.353,0.319,0.34,0.36,0.496,0.33,0.382,0.391,0.366,0.45,0.392,0.569,0.291,0.279,0.276,0.252,0.319,0.216,0.286,0.298,0.222,0.328,0.243,0.352
Embrace - Quarters - Emo - clipped.wav,0.08,0.105,1.34,0.745,0.078,0.059,0.101,0.028,99.384,2306.048,782.651,2697.332,384.283,3286.037,284.182,3811.28,214.894,19.241,15.511,16.982,16.322,16.99,16.187,46.749,4.499,4.054,4.214,3.22,2.499,2.511,2.535,5321.726,1640.059,-126.894,91.118,10.153,24.676,19.701,16.35,4.98,8.171,4.579,6.772,1.501,5.78,-1.205,1.449,-1.929,6.313,-5.973,1.884,-0.311,-0.082,50.103,27.185,18.884,11.867,12.57,10.606,7.314,8.161,7.603,6.773,7.67,5.653,6.034,5.667,5.497,5.861,5.85,5.752,5.162,4.973,0.331,0.409,0.387,0.47,0.425,0.498,0.45,0.387,0.455,0.44,0.482,0.375,0.216,0.308,0.262,0.334,0.259,0.302,0.29,0.247,0.307,0.258,0.32,0.263
Embrace - Self Attack Mechanism - Emo - clipped.wav,0.13,0.165,1.152,0.303,0.161,0.063,0.163,0.028,151.999,2934.201,703.001,2624.475,310.847,3080.622,237.629,3494.425,167.582,20.891,12.647,16.467,16.523,17.888,17.355,48.766,4.724,3.705,3.678,2.788,2.23,2.449,2.616,5880.373,1370.39,-24.795,64.808,-9.856,39.736,11.943,3.336,-3.902,8.316,-1.224,6.737,-1.862,7.704,0.895,-0.598,-1.196,4.074,-4.103,4.695,-2.291,1.04,21.819,22.658,14.355,12.595,7.806,8.892,7.325,5.953,7.045,6.64,6.026,6.284,6.037,5.412,5.774,5.335,4.709,4.994,5.112,5.519,0.643,0.444,0.577,0.539,0.45,0.55,0.424,0.491,0.453,0.515,0.551,0.525,0.285,0.206,0.267,0.258,0.211,0.284,0.217,0.242,0.211,0.234,0.262,0.215
Exodus - Black 13 - Thrash Metal - clipped.wav,0.184,0.229,0.911,-0.13,0.094,0.034,0.225,0.043,92.285,2333.177,380.822,2402.526,342.796,2877.885,353.694,3344.998,344.701,18.955,12.912,14.233,13.441,14.968,16.381,49.831,5.157,3.175,3.184,2.241,1.942,2.817,2.734,4966.52,897.015,-20.232,89.097,-13.896,48.396,6.773,13.44,2.4,4.537,1.229,2.56,1.651,4.081,-6.075,5.446,-4.124,5.392,-5.017,1.377,1.609,-0.148,27.093,18.119,20.342,12.203,8.596,7.594,6.424,9.002,5.697,9.153,4.398,5.194,6.243,6.666,6.816,4.925,5.653,7.279,4.709,5.164,0.462,0.573,0.816,0.722,0.55,0.552,0.675,0.525,0.549,0.574,0.424,0.389,0.193,0.175,0.227,0.198,0.19,0.229,0.266,0.232,0.25,0.255,0.188,0.185
Exodus - Blacklist - Thrash Metal - clipped.wav,0.228,0.295,1.237,0.51,0.143,0.058,0.286,0.071,151.999,2890.393,577.213,2578.658,294.121,3036.612,229.533,3460.362,176.277,18.419,13.948,15.565,14.999,15.305,16.616,48.035,4.404,3.926,4.081,2.751,2.11,2.25,2.943,5672.424,1134.279,19.911,64.013,-11.866,37.996,2.42,7.881,6.837,9.149,-1.119,3.668,0.567,5.245,-1.109,1.02,-3.872,1.658,-5.274,-0.09,-1.34,0.437,41.311,20.18,17.522,15.877,10.899,10.795,9.858,9.903,9.773,7.412,8.673,6.393,6.774,6.199,6.28,6.074,5.972,6.562,5.879,6.164,0.362,0.492,0.688,0.574,0.401,0.387,0.433,0.471,0.48,0.465,0.412,0.344,0.235,0.245,0.311,0.268,0.25,0.269,0.281,0.309,0.308,0.283,0.262,0.25
Exodus - Cajun Hell - Thrash Metal - clipped.wav,0.178,0.226,1.146,0.286,0.16,0.042,0.223,0.041,112.347,2785.291,334.692,2374.305,181.579,2778.796,176.738,3170.251,163.955,18.627,12.416,15.541,16.184,16.66,17.605,51.041,4.322,3.377,3.716,2.78,2.008,2.203,2.961,5296.51,494.93,-0.874,67.761,-15.894,55.057,-6.568,10.264,5.107,17.483,-0.79,-1.249,4.009,4.977,-8.591,8.971,-5.825,3.683,-4.356,-1.798,1.949,-1.954,20.396,12.549,11.555,8.147,5.201,6.144,6.289,5.308,5.832,5.19,4.829,5.016,5.951,6.613,5.181,5.173,5.82,5.221,5.074,5.234,0.447,0.406,0.474,0.652,0.744,0.603,0.445,0.417,0.519,0.551,0.475,0.515,0.229,0.229,0.226,0.223,0.25,0.213,0.22,0.227,0.264,0.274,0.239,0.263
Exodus - EXODUS - The Fires of Division (OFFICIAL MUSIC VIDEO) - Thrash Metal - clipped.wav,0.204,0.263,1.266,0.523,0.142,0.045,0.258,0.046,112.347,2840.081,501.432,2625.339,247.866,3062.706,191.509,3471.696,145.644,17.997,12.906,14.785,14.618,15.219,15.178,49.446,4.866,3.453,3.532,2.455,2.026,1.579,2.477,5818.115,924.314,23.165,69.328,-7.537,33.666,1.073,15.454,0.29,7.497,3.683,7.902,-2.183,2.314,-0.601,3.488,-4.159,2.061,-2.1,0.627,0.648,1.287,21.495,19.368,13.862,12.374,7.455,9.869,6.714,8.347,7.972,6.555,6.819,6.005,5.538,6.119,5.673,5.935,5.297,5.068,4.772,4.619,0.455,0.514,0.602,0.503,0.45,0.444,0.486,0.571,0.68,0.673,0.544,0.475,0.227,0.244,0.28,0.244,0.241,0.242,0.24,0.26,0.261,0.254,0.248,0.243
Exodus - EXODUS - The Toxic Waltz (OFFICIAL MUSIC VIDEO) - Thrash Metal - clipped.wav,0.118,0.15,1.191,0.381,0.169,0.046,0.148,0.025,123.047,2935.874,532.274,2555.112,312.018,2970.855,267.027,3365.4,211.835,15.393,12.815,14.681,15.004,15.218,17.158,49.197,4.222,3.19,3.349,2.92,1.807,2.363,3.048,5712.582,1043.089,-30.277,65.389,-7.185,44.426,-4.029,12.116,7.883,8.342,-1.68,2.709,0.275,0.953,-6.697,2.803,-6.885,-1.511,-7.052,-2.11,0.512,-0.662,24.282,16.385,17.879,12.628,9.612,7.448,8.739,7.522,6.388,7.093,6.388,5.366,5.541,5.438,5.086,4.887,4.91,6.351,6.45,6.148,0.473,0.421,0.481,0.523,0.63,0.579,0.502,0.497,0.517,0.489,0.444,0.539,0.243,0.235,0.233,0.232,0.285,0.257,0.273,0.282,0.265,0.262,0.231,0.281
Exodus - Persona Non Grata - Thrash Metal - clipped.wav,0.183,0.234,1.202,0.399,0.132,0.03,0.231,0.037,129.199,2780.402,389.994,2597.727,235.345,3018.273,211.179,3419.316,184.236,18.545,12.998,15.022,15.061,15.286,14.973,49.692,4.572,3.432,3.372,2.658,1.868,1.503,2.417,5748.382,741.728,8.739,70.028,-9.044,37.94,0.185,18.099,0.401,10.523,7.55,9.39,0.235,6.778,2.063,3.076,-6.563,1.371,-3.937,0.055,0.713,1.353,23.563,17.167,12.853,10.663,7.434,6.275,5.972,7.069,7.645,6.358,5.317,6.909,6.591,5.359,5.14,5.052,4.524,4.473,4.207,4.353,0.464,0.548,0.716,0.625,0.475,0.388,0.405,0.507,0.623,0.646,0.531,0.462,0.239,0.238,0.263,0.253,0.245,0.222,0.215,0.252,0.29,0.29,0.245,0.227
Exodus - Raze - Thrash Metal - clipped.wav,0.24,0.305,1.071,0.141,0.154,0.043,0.301,0.045,117.454,3042.52,461.01,2666.398,205.843,3077.153,161.438,3455.914,129.523,18.299,13.305,14.637,14.393,15.207,15.61,49.733,4.594,3.447,3.403,2.542,2.008,1.796,2.866,6010.955,823.982,36.167,56.863,-7.593,39.382,3.357,17.82,5.536,12.364,6.517,9.988,-2.997,1.182,0.361,5.064,-2.567,2.689,-0.315,2.062,-0.99,-0.181,24.145,15.599,13.44,16.771,8.316,9.347,9.036,7.881,7.617,8.768,6.994,6.058,6.529,5.301,5.377,4.729,4.527,5.453,4.75,4.638,0.488,0.542,0.621,0.623,0.506,0.502,0.649,0.644,0.585,0.636,0.609,0.516,0.228,0.235,0.263,0.26,0.209,0.209,0.268,0.248,0.222,0.249,0.246,0.228
Exodus - Scar Spangled Banner - Thrash Metal - clipped.wav,0.261,0.335,1.145,0.298,0.141,0.032,0.329,0.061,103.359,2859.703,365.061,2544.058,247.194,2996.086,207.045,3415.641,166.996,18.592,12.632,15.015,14.634,15.444,15.998,49.125,4.357,3.325,3.568,2.581,2.063,2.019,2.733,5618.216,808.884,41.958,62.94,-17.839,39.326,3.047,11.472,7.847,14.857,3.161,4.639,4.47,8.0,0.911,4.724,-0.634,4.906,-4.169,2.426,2.84,3.429,22.053,14.1,16.315,12.358,7.257,8.935,7.547,7.177,6.488,6.291,6.146,5.524,5.576,5.709,5.326,5.353,5.521,5.943,5.088,5.199,0.512,0.605,0.739,0.635,0.505,0.472,0.51,0.553,0.577,0.566,0.496,0.464,0.246,0.24,0.266,0.229,0.226,0.247,0.247,0.254,0.251,0.248,0.241,0.233
Exodus - The Ballad of Leonard and Charles - Thrash Metal - clipped.wav,0.196,0.25,1.212,0.396,0.123,0.042,0.246,0.049,129.199,2661.841,394.678,2485.399,216.486,2867.441,232.464,3247.13,234.704,18.898,13.098,15.691,14.948,14.993,15.37,51.354,4.424,3.191,3.492,2.366,1.825,1.361,3.06,5489.708,579.356,0.025,73.248,-9.106,52.108,-3.648,24.777,2.789,11.408,2.464,1.082,-3.701,0.793,0.758,-2.689,-6.904,2.485,-6.147,3.354,-1.451,1.111,22.363,16.635,11.619,10.609,6.548,5.701,4.929,4.703,4.984,5.496,5.025,4.839,4.215,3.905,3.83,3.973,4.062,4.586,3.794,4.154,0.419,0.487,0.67,0.707,0.575,0.53,0.492,0.473,0.522,0.673,0.667,0.464,0.202,0.208,0.255,0.229,0.198,0.212,0.221,0.235,0.232,0.236,0.239,0.173
Exodus - The Last Act of Defiance - Thrash Metal - clipped.wav,0.199,0.254,1.13,0.268,0.137,0.041,0.25,0.046,107.666,2758.473,399.612,2596.48,182.007,3033.677,163.78,3453.632,149.914,18.455,12.91,14.311,14.921,15.33,16.864,48.674,4.442,3.444,3.334,2.488,1.719,1.686,2.846,5528.933,674.965,7.717,69.842,1.849,47.853,-5.889,9.379,9.958,10.659,-0.347,0.769,2.922,2.793,-3.098,6.065,-4.451,1.993,-5.441,-0.537,0.1,-1.582,21.721,11.426,9.839,8.883,6.967,6.461,7.426,7.466,5.56,5.372,5.417,4.346,4.568,4.596,4.304,4.127,4.353,4.236,4.318,4.43,0.506,0.409,0.535,0.647,0.755,0.618,0.445,0.461,0.592,0.592,0.519,0.606,0.226,0.186,0.23,0.221,0.237,0.223,0.199,0.235,0.272,0.271,0.218,0.258
Fall Out Boy - Fall Out Boy - Centuries (Official Video) - Emo - clipped.wav,0.263,0.331,0.898,-0.133,0.145,0.049,0.322,0.074,89.103,2938.057,607.207,2661.151,290.35,3102.168,247.712,3508.172,211.958,19.879,13.353,17.099,17.067,18.192,17.558,48.957,4.834,3.897,4.653,3.593,3.895,2.89,3.347,6028.597,1058.548,30.119,64.677,-9.118,29.245,4.345,11.148,-7.126,3.042,3.184,7.253,-4.342,2.398,2.207,8.02,2.278,7.774,0.991,6.571,-1.633,5.294,36.169,20.454,16.444,12.773,12.057,10.455,10.206,7.582,7.64,7.774,6.425,6.888,7.463,7.183,8.49,8.917,7.375,8.432,8.458,7.419,0.387,0.334,0.366,0.348,0.449,0.313,0.377,0.448,0.405,0.448,0.442,0.662,0.254,0.242,0.285,0.233,0.337,0.214,0.254,0.313,0.269,0.322,0.25,0.321
"Fall Out Boy - Fall Out Boy - Dance, Dance (Official Music Video) - Emo - clipped.wav",0.127,0.175,1.507,1.502,0.092,0.048,0.16,0.07,112.347,2187.239,600.278,2417.197,348.26,2968.262,273.156,3479.925,221.796,20.473,13.715,13.506,13.917,15.699,14.878,49.505,5.27,3.972,3.409,2.627,2.237,1.805,2.681,4815.279,1358.733,-71.307,97.356,-10.16,19.16,4.803,18.604,-1.457,11.036,0.927,5.36,-2.646,2.669,-0.956,0.653,-3.35,-1.239,-4.1,-1.78,-4.814,-1.117,97.924,21.359,20.277,11.893,11.589,8.191,8.2,9.148,7.549,6.808,6.662,6.143,6.014,6.136,5.722,5.181,4.789,5.004,4.671,4.429,0.485,0.532,0.545,0.494,0.466,0.477,0.55,0.483,0.48,0.627,0.559,0.503,0.259,0.261,0.264,0.242,0.275,0.269,0.302,0.277,0.216,0.306,0.239,0.281
Fall Out Boy - Fall Out Boy - I Don't Care - Emo - clipped.wav,0.205,0.267,1.367,0.753,0.123,0.053,0.259,0.066,135.999,2513.2,637.946,2437.434,333.45,2912.153,274.672,3368.493,211.198,18.875,14.769,16.941,15.54,16.067,16.895,49.24,4.688,3.715,3.941,2.998,2.444,2.216,2.697,5142.011,1187.641,7.64,84.164,-15.8,35.436,2.563,15.047,2.809,7.278,1.307,6.155,-3.553,5.867,-5.621,1.813,-1.685,2.587,-4.131,3.425,-0.255,2.027,32.622,20.672,16.563,11.077,8.234,7.242,7.193,7.308,5.987,6.907,5.643,5.966,5.816,5.23,4.811,4.602,4.378,4.776,5.025,5.148,0.433,0.48,0.374,0.372,0.394,0.427,0.687,0.449,0.401,0.457,0.422,0.465,0.26,0.28,0.243,0.23,0.24,0.228,0.318,0.251,0.248,0.309,0.247,0.312
Fall Out Boy - Fall Out Boy - Immortals (from Big Hero 6) - Emo - clipped.wav,0.242,0.309,0.983,0.057,0.14,0.057,0.297,0.085,107.666,2836.726,626.483,2545.387,279.651,2998.658,235.024,3419.068,198.701,18.867,13.255,17.813,17.896,16.918,16.957,49.429,5.334,4.311,4.739,3.945,3.357,2.279,2.731,5719.024,1099.171,16.457,64.647,-20.187,26.448,2.141,14.988,1.297,10.815,4.798,13.466,-1.48,2.565,0.243,4.288,-0.659,5.451,0.173,9.713,-0.655,3.898,63.204,24.463,16.258,10.341,11.726,8.64,10.089,8.445,8.149,7.435,6.182,7.638,6.74,8.94,7.194,9.163,9.234,9.997,10.358,10.612,0.349,0.447,0.344,0.327,0.43,0.366,0.482,0.405,0.53,0.568,0.391,0.358,0.264,0.326,0.281,0.256,0.303,0.248,0.348,0.264,0.301,0.324,0.251,0.274
Fall Out Boy - Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up) - Part 1 of 11 - Emo - clipped.wav,0.085,0.114,1.581,1.345,0.14,0.058,0.106,0.041,151.999,2716.151,649.451,2509.639,291.509,2957.826,248.226,3382.793,211.069,20.463,14.656,17.088,17.21,17.264,17.43,50.23,5.509,4.072,4.805,4.536,3.547,3.548,3.346,5570.408,1081.034,-86.675,72.245,-14.165,26.886,-3.23,13.96,-3.789,10.981,0.055,3.63,-1.822,3.239,-5.284,-2.296,-2.381,-1.244,-8.624,1.253,-5.354,-2.653,55.767,21.995,16.666,13.524,12.129,10.746,12.106,9.008,7.893,9.006,9.096,10.169,9.3,8.382,6.249,7.5,7.251,6.221,6.936,8.904,0.369,0.415,0.605,0.427,0.409,0.378,0.273,0.261,0.323,0.461,0.378,0.338,0.287,0.264,0.361,0.265,0.295,0.291,0.235,0.237,0.246,0.311,0.298,0.262
"Fall Out Boy - Fall Out Boy - Sugar, We're Goin Down (Official Music Video) - Emo - clipped.wav",0.196,0.254,1.405,0.82,0.122,0.046,0.247,0.06,161.499,2588.998,663.577,2637.967,361.029,3131.068,300.663,3589.228,259.495,19.094,14.842,18.241,17.553,18.927,18.189,49.543,4.659,3.763,4.916,3.693,5.029,3.913,3.06,5554.441,1309.396,-13.887,80.608,3.347,29.394,5.84,16.788,1.519,6.516,7.071,9.515,-1.901,4.94,-2.308,-1.094,-3.435,0.773,-6.825,2.596,0.823,5.49,56.026,22.641,20.278,10.871,12.216,7.653,8.887,7.759,7.533,7.25,6.332,6.843,7.187,7.304,5.792,6.18,6.078,6.197,7.362,7.905,0.335,0.369,0.562,0.445,0.449,0.38,0.517,0.408,0.395,0.514,0.402,0.367,0.239,0.237,0.346,0.267,0.323,0.244,0.332,0.277,0.248,0.299,0.249,0.269
Fall Out Boy - Fall Out Boy - The Carpal Tunnel Of Love - Emo - clipped.wav,0.077,0.097,0.991,-0.008,0.161,0.047,0.096,0.013,143.555,3070.236,484.369,2711.359,210.471,3121.779,182.035,3497.253,151.383,20.258,13.747,17.515,17.077,15.981,16.741,49.4,4.557,3.499,4.078,3.31,2.315,1.9,2.796,6185.746,871.533,-74.912,59.214,-1.151,39.191,-2.539,10.237,1.897,2.693,2.381,11.05,-0.191,6.277,-4.241,0.659,-2.697,4.984,-0.597,3.35,2.581,6.004,28.977,15.751,10.181,10.289,7.928,7.029,6.168,5.872,5.999,5.375,5.819,5.663,5.851,6.356,6.157,6.251,6.303,6.443,5.995,6.721,0.476,0.344,0.361,0.329,0.396,0.509,0.418,0.572,0.539,0.583,0.415,0.405,0.291,0.192,0.265,0.216,0.247,0.308,0.231,0.304,0.279,0.312,0.252,0.234
Fall Out Boy - Fall Out Boy - The Phoenix (Official Video) - Part 2 of 11 - Emo - clipped.wav,0.069,0.089,1.122,0.306,0.118,0.051,0.085,0.026,135.999,2428.838,678.538,2406.858,419.967,2897.202,361.721,3369.578,295.366,19.176,12.264,15.354,15.848,16.19,17.538,48.448,4.601,3.484,3.707,3.131,2.551,2.411,2.939,4996.911,1394.337,-114.499,85.078,-17.83,37.856,6.602,12.35,4.933,11.48,4.299,7.568,1.606,4.778,-3.178,1.248,-4.572,2.291,-2.486,2.765,-0.907,1.653,39.664,25.2,17.645,11.226,10.876,7.966,9.412,7.442,7.57,7.225,6.378,6.019,5.841,6.317,5.339,5.948,5.914,6.54,7.268,6.192,0.344,0.328,0.469,0.514,0.782,0.608,0.43,0.464,0.433,0.349,0.351,0.428,0.223,0.209,0.27,0.222,0.285,0.261,0.251,0.295,0.257,0.226,0.225,0.259
Fall Out Boy - Fall Out Boy - Thnks fr th Mmrs (Official Music Video) - Emo - clipped.wav,0.042,0.069,2.387,5.792,0.113,0.077,0.053,0.043,151.999,1997.643,910.835,2055.638,458.45,2632.468,417.773,3181.508,376.261,18.142,13.887,16.571,17.798,18.169,18.886,50.053,5.833,4.593,4.858,4.104,3.32,3.267,3.16,3884.51,1591.219,-224.034,104.111,-25.339,26.176,3.136,6.224,-0.447,6.092,-3.603,0.867,-6.421,2.144,-2.117,1.391,-1.059,2.981,-3.663,1.323,-4.645,-2.378,105.554,43.876,27.121,15.302,12.098,12.335,14.949,10.766,11.45,10.356,10.038,12.352,8.898,7.566,7.439,6.461,7.502,7.528,9.825,8.068,0.426,0.405,0.386,0.357,0.353,0.361,0.294,0.351,0.391,0.459,0.603,0.449,0.332,0.322,0.312,0.306,0.284,0.29,0.268,0.296,0.305,0.285,0.357,0.288
Fall Out Boy - Fall Out Boy - Uma Thurman (Official Music Video) - Emo - clipped.wav,0.157,0.206,1.235,0.59,0.165,0.068,0.193,0.07,151.999,3196.898,656.783,2742.387,293.265,3159.731,234.466,3530.117,204.121,19.598,15.994,18.323,17.705,18.604,17.272,51.772,5.745,4.688,4.685,3.918,3.681,2.798,6.766,6469.844,1143.343,-25.854,53.601,-15.81,20.316,4.03,10.631,-8.889,4.452,-6.609,3.073,-6.087,1.226,-5.821,2.882,-4.038,6.585,-4.859,9.654,-1.311,5.872,49.452,22.487,18.4,15.843,14.719,12.687,10.799,15.786,9.874,9.583,7.421,8.258,7.147,7.705,8.325,9.222,8.086,9.39,10.816,8.348,0.28,0.308,0.442,0.327,0.418,0.347,0.428,0.542,0.4,0.382,0.323,0.429,0.232,0.243,0.317,0.243,0.32,0.255,0.293,0.336,0.271,0.323,0.231,0.302
Filler - Minor Threat - HardcorePunk - clipped.wav,0.171,0.219,1.287,0.569,0.117,0.024,0.216,0.037,123.047,2419.77,293.302,2360.619,165.04,2850.814,147.62,3330.864,133.224,19.396,12.986,16.286,15.945,15.247,16.691,48.918,4.294,3.543,3.722,2.999,1.889,1.496,2.373,4815.038,502.346,0.568,87.619,-17.629,36.878,-4.032,9.327,0.461,3.889,3.367,4.004,-1.019,7.532,-7.913,-4.348,-7.07,-5.613,-3.524,2.998,0.841,4.795,17.745,12.946,10.95,8.264,5.916,5.227,5.791,4.781,4.911,5.246,4.705,5.23,4.581,4.523,4.936,5.07,4.565,4.735,5.213,4.973,0.322,0.489,0.434,0.457,0.564,0.461,0.614,0.519,0.422,0.418,0.341,0.298,0.2,0.259,0.23,0.276,0.314,0.211,0.322,0.264,0.243,0.292,0.216,0.209
